user	instance_id	displayed_text	how-certain-is-the-finding:::Certain	how-certain-is-the-finding:::Somewhat uncertain	how-certain-is-the-finding:::Somewhat certain	how-certain-is-the-finding:::Uncertain	I carefully went over the examples and the instructions.:::Yes	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_3	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	How confident are you that you performed well in the task?:::scale_1	How confident are you that you performed well in the task?:::scale_5	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_3	How confident are you that you performed well in the task?:::scale_2	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	Please feel free to leave any comments about our study (optional):::text_box	span_annotation:::Words indicating uncertainty	span_annotation:::Words indicating certainty
60ea4111073e8a76b5281858	Biology_415_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Whey protein significantly increased the postprandial early insulin release. Plasma insulin levels at the first 30 min were higher and increased more rapidly after whey pre-load (Fig. Over the late interval, AUC 60-120 min , and during the complete post-meal period (0-180 min), plasma insulin levels were also significantly higher after whey preload than after placebo (Fig.""><b>Finding:</b></span> Plasma insulin levels at the first 30 min were higher and increased more rapidly after whey pre-load (Fig."	4																							[]	[{'start': 599, 'end': 611, 'span': ' were higher', 'annotation': 'Words indicating certainty'}]
60ea4111073e8a76b5281858	Biology_411_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The average EF was slightly lower for the raw data than was it was for the processed data: 3.5 ± 0.3 vs. 3.8 ± 0.2, even though the correlation between the raw-data variance and the processed-data variance was relatively low: average, 0.52; range, 0.31 to 0.62. Our study showed that assessment of the interindividual variation of gene expression is better at predicting cancer-associated genes than is the traditional comparison of mean gene expression in adjacent normal and tumor tissues. The results were consistent for 4 major cancer types: breast, colorectal, lung, and prostate cancer.""><b>Finding:</b></span> Our study showed that assessment of the interindividual variation of gene expression is better at predicting cancer-associated genes than is the traditional comparison of mean gene expression in adjacent normal and tumor tissues."			3																					[]	[{'start': 860, 'end': 869, 'span': 'is better', 'annotation': 'Words indicating certainty'}]
60ea4111073e8a76b5281858	Biology_192_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Together, these data identify that the Ser435 residue is a direct target of PKA and that its phosphorylation specifically enhances repair of UV-induced DNA damage. , MC1R signaling also protects melanocytes against carcinogenesis independent of pigmentation . Mediated by robust cAMP second messenger generation, MC1R signaling enhances the rate of clearance of UVinduced DNA photodamage .""><b>Finding:</b></span> , MC1R signaling also protects melanocytes against carcinogenesis independent of pigmentation ."			3																					[]	[{'start': 589, 'end': 593, 'span': 'also', 'annotation': 'Words indicating certainty'}]
652fdabf04bf2995a599c2ce	Certainty Examples.html	Certainty Examples					I carefully went over the examples and the instructions.:::Yes																			[]	[]
652fdabf04bf2995a599c2ce	Biology_tweet_30_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Factor XIIIA-Expressing Inflammatory Monocytes Promote Lung Squamous Cancer through Fibrin Cross-Linking @username @username @username ""><b>Finding:</b></span> Factor XIIIA-Expressing Inflammatory Monocytes Promote Lung Squamous Cancer through Fibrin Cross-Linking @username @username @username "			3																					[]	[]
652fdabf04bf2995a599c2ce	Experience.html	Experience									5				3			5							It is awesome 	[]	[]
652fdabf04bf2995a599c2ce	test_question_testing_Certain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Certain. Do not mark any words or phrases.	4																							[]	[]
652fdabf04bf2995a599c2ce	Biology_236_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We found that Na + accumulated at the site of bacterial skin infections in humans and in mice. Activation of macrophages in the presence of high NaCl concentrations modified epigenetic markers and enhanced p38 mitogen-activated protein kinase (p38/MAPK)-dependent nuclear factor of activated T cells 5 (NFAT5) activation. This high-salt response resulted in elevated type-2 nitric oxide synthase (Nos2)-dependent NO production and improved Leishmania major control.""><b>Finding:</b></span> We found that Na + accumulated at the site of bacterial skin infections in humans and in mice."	4																							[]	[]
652fdabf04bf2995a599c2ce	Biology_tweet_228_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Could liver SIRT1 play a key role in #obesity ? This paper certainly suggests so: ""><b>Finding:</b></span> Could liver SIRT1 play a key role in #obesity ? This paper certainly suggests so: "	4																							[]	[]
652fdabf04bf2995a599c2ce	Biology_194_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Contrary to expectations, we found that long-distance migration primarily evolved through evolutionary shifts of geographic range south for the winter out of North America, as opposed to north for the summer. Our results further suggest that seasonal migration promoted colonization of the tropics from North America. We found that seasonal migration between breeding ranges in North America and winter ranges in the Neotropics evolved primarily via shifts of winter ranges toward the tropics from ancestral ranges in North America.""><b>Finding:</b></span> Our results further suggest that seasonal migration promoted colonization of the tropics from North America."		2																						[]	[]
652fdabf04bf2995a599c2ce	Biology_54_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: These results illuminate how the evolution of seasonal migration has contributed to greater niche conservatism among tropical members of this diverse avian radiation. Contrary to expectations, we found that long-distance migration primarily evolved through evolutionary shifts of geographic range south for the winter out of North America, as opposed to north for the summer. Our results further suggest that seasonal migration promoted colonization of the tropics from North America.""><b>Finding:</b></span> Contrary to expectations, we found that long-distance migration primarily evolved through evolutionary shifts of geographic range south for the winter out of North America, as opposed to north for the summer."	4																							[]	[]
652fdabf04bf2995a599c2ce	Biology_tweet_58_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This observation suggests that the effects of mutations are modulated by a dynamic competition between tumor promoting and suppressive forces that may depend on the signaling status of individual cells and their local microenvironment. Our results reveal a tumor suppressing function arising from the interactions between dynamic subcellular APC network and the adhesion gradient in the crypt, which promotes the elimination of mutant cells with high Wnt signaling. Subversion of these interactions permits mutant cells to persist in the crypt and initiate CRC.""><b>Finding:</b></span> Our results reveal a tumor suppressing function arising from the interactions between dynamic subcellular APC network and the adhesion gradient in the crypt, which promotes the elimination of mutant cells with high Wnt signaling."			3																					[]	[]
652fdabf04bf2995a599c2ce	Biology_tweet_58_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: A paper @username looks at APC's tumor suppressor role in colonic crypts in light of the tissue architecture  #OA""><b>Finding:</b></span> A paper @username looks at APC's tumor suppressor role in colonic crypts in light of the tissue architecture  #OA"		2																						[]	[]
652fdabf04bf2995a599c2ce	Biology_tweet_228_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: SIRT1 LKO mice appeared to have increased adiposity with more visible fat, possibly due to increased adipocyte cell size. Body composition analysis showed that SIRT1 LKO mice had increased fat mass without changed lean mass. Daily food intake was similar between WT and SIRT1 LKO mice on a regular chow diet.""><b>Finding:</b></span> Body composition analysis showed that SIRT1 LKO mice had increased fat mass without changed lean mass."			3																					[]	[]
652fdabf04bf2995a599c2ce	test_question_testing_Uncertain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Uncertain. Do not mark any words or phrases.				1																				[]	[]
652fdabf04bf2995a599c2ce	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes		[]	[]
652fdabf04bf2995a599c2ce	Biology_236_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: A clue to this mystery came when Titze and his collaborators noticed an unusually high amount of sodium in the infected skin of mice that had been bitten by cage mates. They found that infected areas in patients with bacterial skin infections also showed remarkably high salt accumulation. Moving forward, the researchers will examine how salt accumulates in the skin and triggers immune responses, and why salt accumulates in the skin of aging adults.""><b>Finding:</b></span> They found that infected areas in patients with bacterial skin infections also showed remarkably high salt accumulation."	4																							[]	[]
652fdabf04bf2995a599c2ce	Biology_tweet_30_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Pharmacologic inhibition of IM recruitment had substantial anti-metastatic effects. Notably, we show that IMs highly express Factor XIIIA, which promotes fibrin cross-linking to create a scaffold for LUSC cell invasion and metastases. Consistently, human LUSC samples containing extensive crosslinked fibrin in the microenvironment correlated with poor survival.""><b>Finding:</b></span> Notably, we show that IMs highly express Factor XIIIA, which promotes fibrin cross-linking to create a scaffold for LUSC cell invasion and metastases."			3																					[]	[]
652fdabf04bf2995a599c2ce	Biology_54_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Their work also offers evidence that many tropical bird species descended from migratory ancestors that lost migration. Contrary to common hypotheses, they found that the most likely origin of migration in this group lay in ancestral species that resided in North America and gradually moved further and further south for the winter. Shifts in range from North America to tropical areas were the dominant pathway for geographical change, and evolved much more frequently than shifts northward from tropical areas.""><b>Finding:</b></span> Contrary to common hypotheses, they found that the most likely origin of migration in this group lay in ancestral species that resided in North America and gradually moved further and further south for the winter."			3																					[]	[]
652fdabf04bf2995a599c2ce	Biology_194_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The first is that ancestors of migratory birds spent the whole year in North America and evolved migration by moving their winter range to the tropics. Eventually, they found that more evidence supported the idea that birds once lived year-round in North America and eventually began migrating further and further south, resulting in today's migrations. This also suggests that many tropical species of birds are descendants of migratory ancestors that lost migration and stayed in the tropics.""><b>Finding:</b></span> The first is that ancestors of migratory birds spent the whole year in North America and evolved migration by moving their winter range to the tropics."			3																					[]	[]
5f8893a5e2f88a04b1833278	test_question_testing_Somewhat certain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Somewhat certain. Do not mark any words or phrases.			3																					[]	[]
5f8893a5e2f88a04b1833278	Biology_448_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The new study challenges that paradigm, suggesting that enterobactin also binds to a protein called ATP synthase inside the host's mitochondria, drawing iron into the host's cells too. ""While bacteria make this iron-scavenging compound for their own use, our research suggests that mammals--including humans--have learned over time to hijack it for their own benefit,"" said Han. Oral antibiotics could potentially have the same impact, he says.""><b>Finding:</b></span> ""While bacteria make this iron-scavenging compound for their own use, our research suggests that mammals--including humans--have learned over time to hijack it for their own benefit,"" said Han."		2																						[{'start': 788, 'end': 809, 'span': 'our research suggests', 'annotation': 'Words indicating uncertainty'}]	[]
5f8893a5e2f88a04b1833278	Biology_tweet_124_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In total, 86% of cells recorded at least one additional felid species in our present-natural counterfactual, and up to 4-5 more large-felid species in 10% of the cells. A significant positive correlation was recorded between the number of prey species lost and the number of large-felid species lost from a cell. Our results draw attention to the continuation of a trend of megafauna decline that began with the emergence of hominins in the Pleistocene.""><b>Finding:</b></span> A significant positive correlation was recorded between the number of prey species lost and the number of large-felid species lost from a cell."			3																					[]	[{'start': 638, 'end': 670, 'span': 'significant positive correlation', 'annotation': 'Words indicating certainty'}]
5f8893a5e2f88a04b1833278	Certainty Examples.html	Certainty Examples					I carefully went over the examples and the instructions.:::Yes																			[]	[]
5f8893a5e2f88a04b1833278	Biology_448_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: More importantly, this mechanism does not explain how host animals would cope with abundant Ent from non-infectious gut microbiota, of which enterobacteria are the most prevalent commensal microbes in both human and C. elegans . Given the symbiotic relationship between commensal E. coli and the host, one may speculate that an unknown beneficial mechanism has evolved in animals to use bacterial Ent for host iron homeostasis. In this study, by developing a unique and sensitive assay in C. elegans, we discovered an unexpected but logical role of bacterial Ent in supporting animal growth and iron level.""><b>Finding:</b></span> Given the symbiotic relationship between commensal E. coli and the host, one may speculate that an unknown beneficial mechanism has evolved in animals to use bacterial Ent for host iron homeostasis."				1																				[{'start': 913, 'end': 930, 'span': 'one may speculate', 'annotation': 'Words indicating uncertainty'}]	[]
5f8893a5e2f88a04b1833278	Biology_505_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: They have sequenced over 3.4 billion base pairs and more than 26,000 genes in the Koala genome - which makes it slightly larger than the human genome. Unlocking the genomic sequence gives scientists unprecedented insights into the unique biology of the koala. Professor Johnson said the uneven response of koala populations throughout their range was one of the major challenges facing broad scale management of the species.""><b>Finding:</b></span> Unlocking the genomic sequence gives scientists unprecedented insights into the unique biology of the koala."		2																						[{'start': 688, 'end': 718, 'span': 'gives scientists unprecedented', 'annotation': 'Words indicating uncertainty'}]	[]
5f8893a5e2f88a04b1833278	Biology_124_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Teijaro and colleagues found that the ABHD12-knockout mice, as well as the mice treated with the ABHD12 inhibitor, had immune responses that were much more vigorous and effective in clearing the virus, often excessively so. advertisement

""The enhanced mortality and lung pathology were striking in clone-13 infected mice following ABHD12 inhibition or deletion,"" Teijaro says. The findings suggest several possibilities to investigate with future research.""><b>Finding:</b></span> advertisement

""The enhanced mortality and lung pathology were striking in clone-13 infected mice following ABHD12 inhibition or deletion,"" Teijaro says."			3																					[]	[{'start': 782, 'end': 796, 'span': 'were striking ', 'annotation': 'Words indicating certainty'}]
5f8893a5e2f88a04b1833278	Experience.html	Experience									5			4							2					[]	[]
5f8893a5e2f88a04b1833278	Biology_tweet_124_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Felids face continued threat from declining prey richness

#rewilding #megafauna #biodiversity ""><b>Finding:</b></span> Felids face continued threat from declining prey richness

#rewilding #megafauna #biodiversity "			3																					[]	[{'start': 286, 'end': 307, 'span': 'face continued threat', 'annotation': 'Words indicating certainty'}]
5f8893a5e2f88a04b1833278	Biology_tweet_11_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Keeping in mind the steps taken to ensure methodological rigour, the current results bear directly on the contentious literature surrounding games. Results from these confirmatory analyses provided evidence that adolescents' recent violent video game play is not a statistically or practically significant correlate of their aggressive behaviour as judged by carers. Preregistered sensitivity and exploratory analyses demonstrated this finding was consistent across three different operationalizations of violent game content and two ways of measuring key adolescent behaviours relating to aggressive and prosocial behaviours.""><b>Finding:</b></span> Results from these confirmatory analyses provided evidence that adolescents' recent violent video game play is not a statistically or practically significant correlate of their aggressive behaviour as judged by carers."	4																							[]	[{'start': 828, 'end': 867, 'span': 'confirmatory analyses provided evidence', 'annotation': 'Words indicating certainty'}, {'start': 927, 'end': 966, 'span': 'tatistically or practically significant', 'annotation': 'Words indicating certainty'}]
5f8893a5e2f88a04b1833278	Biology_tweet_11_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: An #OpenScience study on 1000 British teenagers aged between 14 and 15 and their carers finds no evidence that playing violent video games leads to aggressive behaviour  
cc. @username @username ""><b>Finding:</b></span> An #OpenScience study on 1000 British teenagers aged between 14 and 15 and their carers finds no evidence that playing violent video games leads to aggressive behaviour  
cc. @username @username "				1																				[{'start': 466, 'end': 483, 'span': 'finds no evidence', 'annotation': 'Words indicating uncertainty'}]	[]
5f8893a5e2f88a04b1833278	Biology_124_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Relief of immune suppression by blocking negative regulatory molecules like PD-1 or IL-10 results in hastened control of Cl13 infection, as well as concomitant immune pathology that can produce severe morbidity and lethality . We found that infection with a persistent dose of Cl13 caused a striking pathological response in ABHD -/mice, indicated by hunched posture, ruffled fur, labored breathing, and death in ~ 50% of the animals (Fig. 6a) , correlating with gross lung damage ( Supplementary Fig.""><b>Finding:</b></span> We found that infection with a persistent dose of Cl13 caused a striking pathological response in ABHD -/mice, indicated by hunched posture, ruffled fur, labored breathing, and death in ~ 50% of the animals (Fig."		2																						[{'start': 870, 'end': 891, 'span': '~ 50% of the animals ', 'annotation': 'Words indicating uncertainty'}]	[]
5f8893a5e2f88a04b1833278	Biology_505_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We found evidence of low genetic diversity in southern koalas, consistent with a recent history of sequential translocations (Fig. At a continental scale, we show biogeographic barriers to gene flow associated with the Brisbane Valley and Clarence River, as identified by mtDNA studies , and find a barrier associated with the Hunter Valley, which was not previously known in koalas (Fig. Levels of inbreeding varied across regions (Fig.""><b>Finding:</b></span> At a continental scale, we show biogeographic barriers to gene flow associated with the Brisbane Valley and Clarence River, as identified by mtDNA studies , and find a barrier associated with the Hunter Valley, which was not previously known in koalas (Fig."			3																					[]	[{'start': 695, 'end': 703, 'span': 'we show ', 'annotation': 'Words indicating certainty'}, {'start': 739, 'end': 754, 'span': 'associated with', 'annotation': 'Words indicating certainty'}, {'start': 828, 'end': 836, 'span': 'and find', 'annotation': 'Words indicating certainty'}]
5f8893a5e2f88a04b1833278	Biology_174_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The basis of the research examined more closely the role of the adipocyte in obesity, including how it impacts oxidative stress, inflammation, neurodegeneration and NASH. The researchers were able to successfully demonstrate through decreased adiposity and an improved metabolic profile the therapeutic potential of targeting NaKtide to the adipocytes. ""Our data clearly suggests that obesity and the Na/K-ATPase oxidant amplification loop plays a role in neurodegeneration,"" said first author Rebecca Pratt, a Ph.D. candidate in the department of biomedical research at Marshall University.""><b>Finding:</b></span> The researchers were able to successfully demonstrate through decreased adiposity and an improved metabolic profile the therapeutic potential of targeting NaKtide to the adipocytes."			3																					[]	[{'start': 890, 'end': 914, 'span': 'successfully demonstrate', 'annotation': 'Words indicating certainty'}]
5f8893a5e2f88a04b1833278	test_question_testing_Uncertain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Uncertain. Do not mark any words or phrases.				1																				[]	[]
5f8893a5e2f88a04b1833278	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes		[]	[]
5f8893a5e2f88a04b1833278	Biology_174_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This highlights the importance of the Na/K-ATPase oxidant amplification loop within the adipocyte as well as the importance of adipocyte biology itself. Our results showed that PGC1α levels, the master regulator of mitochondrial biogenesis and adaptive thermogenesis 36 , increased upon adipocyte-targeted NaKtide expression. Furthermore, the expression of genes associated with mitochondrial biogenesis and ""browning"" of fat, including MFN1, MFN2, and SIRT1, were increased by NaKtide treatment.""><b>Finding:</b></span> Our results showed that PGC1α levels, the master regulator of mitochondrial biogenesis and adaptive thermogenesis 36 , increased upon adipocyte-targeted NaKtide expression."			3																					[]	[{'start': 719, 'end': 738, 'span': 'Our results showed ', 'annotation': 'Words indicating certainty'}]
60fe38f3c4e7acd0c70442e7	Biology_233_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Ordinary mice infected with LCMV clone 13 typically have minor symptoms but take a long time to clear the infection. Teijaro and colleagues found that the ABHD12-knockout mice, as well as the mice treated with the ABHD12 inhibitor, had immune responses that were much more vigorous and effective in clearing the virus, often excessively so. advertisement

""The enhanced mortality and lung pathology were striking in clone-13 infected mice following ABHD12 inhibition or deletion,"" Teijaro says.""><b>Finding:</b></span> Teijaro and colleagues found that the ABHD12-knockout mice, as well as the mice treated with the ABHD12 inhibitor, had immune responses that were much more vigorous and effective in clearing the virus, often excessively so."	4																							[]	[{'start': 862, 'end': 959, 'span': 'responses that were much more vigorous and effective in clearing the virus, often excessively so.', 'annotation': 'Words indicating certainty'}]
60fe38f3c4e7acd0c70442e7	test_question_testing_Somewhat certain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Somewhat certain. Do not mark any words or phrases.			3																					[]	[]
60fe38f3c4e7acd0c70442e7	test_question_testing_Somewhat uncertain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Somewhat uncertain. Do not mark any words or phrases.		2																						[]	[]
60fe38f3c4e7acd0c70442e7	Certainty Examples.html	Certainty Examples					I carefully went over the examples and the instructions.:::Yes																			[]	[]
60fe38f3c4e7acd0c70442e7	Biology_319_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Different Genes, Same Structure

In the study, the TSRI team solved the high-resolution structure of SMO, which is the first non-class A GPCR structure published to date (class A GPCRs are also known as rhodopsin-like GPCRs). The results showed the molecule is nearly identical to the classic GPCR shape, even though it bears almost no similarity in terms of genetic sequence. ""These receptors are very different--less than 10 percent sequence identity, and yet they have the same 7-transmembrane helical fold,"" Wang added.""><b>Finding:</b></span> The results showed the molecule is nearly identical to the classic GPCR shape, even though it bears almost no similarity in terms of genetic sequence."	4																							[]	[]
60fe38f3c4e7acd0c70442e7	Biology_407_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: These findings hold important implications for development of a potential therapy for restoring BBB integrity and function after bTBI. The bTBI model is capable of isolating interactions between the BBB culture and blast overpressure alone, substantially reducing the influence of inertial loading, thereby enabling precise investigation of primary blast injury. kPa peak incident overpressure, 1.06 ± 0.01 ms duration, and 16 ± 1.5 kPa ms impulse in the open-tube configuration.""><b>Finding:</b></span> The bTBI model is capable of isolating interactions between the BBB culture and blast overpressure alone, substantially reducing the influence of inertial loading, thereby enabling precise investigation of primary blast injury."	4																							[]	[{'start': 825, 'end': 843, 'span': ' thereby enabling ', 'annotation': 'Words indicating certainty'}]
60fe38f3c4e7acd0c70442e7	Biology_tweet_14_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: However as discussed above, based on biophysical considerations and in contrast to the known human health safety issues associated with conventional germicidal 254-nm broad-spectrum UVC light, far-UVC light does not appear to be cytotoxic to exposed human cells and tissues in vitro or in vivo . If these results are confirmed in other scenarios, it follows that the use of overhead low-level far-UVC light in public locations may represent a safe and efficient methodology for limiting the transmission and spread of airborne-mediated microbial diseases such as influenza and tuberculosis. This results in blocking more than 95% of the UV radiation exiting the UVGI fixture, with substantial decrease in effectiveness 24 .""><b>Finding:</b></span> If these results are confirmed in other scenarios, it follows that the use of overhead low-level far-UVC light in public locations may represent a safe and efficient methodology for limiting the transmission and spread of airborne-mediated microbial diseases such as influenza and tuberculosis."	4																							[]	[{'start': 923, 'end': 937, 'span': 'are confirmed ', 'annotation': 'Words indicating certainty'}]
60fe38f3c4e7acd0c70442e7	Biology_tweet_20_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: By estimating both the mean number of tropical cyclones and their possible year-to-year random variability, we find that the likelihood that the maximum number of storms in the Atlantic could be greater than the number of events observed during the 2005 season is less than 3.5%. Using a less restrictive comparison between simulated and observed climate with the internal variability accounted for, this probability increases to 9%; however, the estimated maximum possible number of tropical cyclones does not greatly exceed the 2005 total. Hence, the 2005 season can be used as a risk management benchmark for the maximum possible number of tropical cyclones in the Atlantic.""><b>Finding:</b></span> By estimating both the mean number of tropical cyclones and their possible year-to-year random variability, we find that the likelihood that the maximum number of storms in the Atlantic could be greater than the number of events observed during the 2005 season is less than 3.5%."		2																						[]	"[{'start': 985, 'end': 996, 'span': 'likelihood ', 'annotation': 'Words indicating certainty'}, {'start': 1045, 'end': 1176, 'span': ' <span class=""span_container"" selection_label=""Words indicating certainty"" style=""background-color:rgb(240,228,66, 0.25);"">could be', 'annotation': 'Words indicating certainty'}]"
60fe38f3c4e7acd0c70442e7	Experience.html	Experience									5			4				5								[]	[]
60fe38f3c4e7acd0c70442e7	Biology_tweet_139_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Ideally, future studies would challenge this hypothesis with other salient group affiliations. Our study also raises questions about whether paranoia depends on qualitatively different social reasoning or instead reflects typical social information processing with a lower threshold for social threat detection. ), suggesting that harmful intent attributions should become increasingly out of proportion as pre-existing paranoia increases.""><b>Finding:</b></span> Our study also raises questions about whether paranoia depends on qualitatively different social reasoning or instead reflects typical social information processing with a lower threshold for social threat detection."				1																				[{'start': 637, 'end': 653, 'span': 'raises questions', 'annotation': 'Words indicating uncertainty'}]	[]
60fe38f3c4e7acd0c70442e7	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes		[]	[]
60fe38f3c4e7acd0c70442e7	Biology_tweet_20_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This is quite interesting. The 2005 hurricane season resulted in the maximum number of storms that the Atlantic could produce (under current climate conditions) ""><b>Finding:</b></span> This is quite interesting. The 2005 hurricane season resulted in the maximum number of storms that the Atlantic could produce (under current climate conditions) "		2																						"[{'start': 454, 'end': 582, 'span': ' <span class=""span_container"" selection_label=""Words indicating uncertainty"" style=""background-color:rgb(0,158,115, 0.25);"">coul', 'annotation': 'Words indicating uncertainty'}]"	[]
60fe38f3c4e7acd0c70442e7	Biology_233_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The lung pathology caused by restoration of T cell function, for instance, by anti-PD-1 antibodies during persistent Cl13 infection depends on CD8 T cell-mediated killing . We found evidence for a similar mechanism of action in ABHD12 -/mice in which antiviral CD8 T cells from these animals displayed increased killing capacity compared to cells from ABHD12 +/+ mice in both spleen and lung ( Fig. 6e and Supplementary Fig.""><b>Finding:</b></span> We found evidence for a similar mechanism of action in ABHD12 -/mice in which antiviral CD8 T cells from these animals displayed increased killing capacity compared to cells from ABHD12 +/+ mice in both spleen and lung ( Fig."	4																							[]	[{'start': 736, 'end': 772, 'span': 'increased killing capacity compared ', 'annotation': 'Words indicating certainty'}]
60fe38f3c4e7acd0c70442e7	Biology_tweet_14_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Can Far-UVC light help control the spread of airborne-mediated microbial diseases? We test how well our 222-nm technology works on airborne #viruses in our latest publication found on @username (its open access!)  #Flu2018 #flu""><b>Finding:</b></span> Can Far-UVC light help control the spread of airborne-mediated microbial diseases? We test how well our 222-nm technology works on airborne #viruses in our latest publication found on @username (its open access!)  #Flu2018 #flu"				1																				[{'start': 495, 'end': 499, 'span': 'test', 'annotation': 'Words indicating uncertainty'}]	[]
