user	instance_id	displayed_text	I carefully went over the examples and the instructions.:::Yes	how-causal-is-the-finding:::Causation	how-causal-is-the-finding:::Correlation	how-causal-is-the-finding:::No mention of a relation	how-causal-is-the-finding:::Explicitly states: no relation	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_3	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_5	How satisfied do you feel about your experience participating in our study?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_3	How confident are you that you performed well in the task?:::scale_2	How confident are you that you performed well in the task?:::scale_5	How confident are you that you performed well in the task?:::scale_1	Please feel free to leave any comments about our study (optional):::text_box	span_annotation:::Correlation	span_annotation:::Causation	span_annotation:::Explicit mentions of no relation
5eeb2e5447d3cb013eb29033	Causality Examples.html	Causality Examples	I carefully went over the examples and the instructions.:::Yes																								[]	[]	[]
5eeb2e5447d3cb013eb29033	Biology_153_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Evolutionary divergence of humans from chimpanzees likely occurred some 8 million years ago rather than the 5 million year estimate widely accepted by scientists, a new statistical model suggests. Comparing DNA among related animals can provide a clear picture of how their shared genes evolved over time, giving rise to new and separate species, Martin said. It can give scientists a broader perspective for interpreting data.""><b>Finding:</b></span> Evolutionary divergence of humans from chimpanzees likely occurred some 8 million years ago rather than the 5 million year estimate widely accepted by scientists, a new statistical model suggests."			2																						[{'start': 796, 'end': 804, 'span': 'suggests', 'annotation': 'Correlation'}]	[]	[]
5eeb2e5447d3cb013eb29033	Biology_tweet_25_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: A gut microbiome signature for cirrhosis due to nonalcoholic fatty liver dise... - Caussy C et al. -  #microbiome""><b>Finding:</b></span> A gut microbiome signature for cirrhosis due to nonalcoholic fatty liver dise... - Caussy C et al. -  #microbiome"				1																					[]	[]	[]
5eeb2e5447d3cb013eb29033	Consent.html	Consent						I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																	[]	[]	[]
5eeb2e5447d3cb013eb29033	Biology_104_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""Very little is preventing their continued dispersal northward, provided they can survive winters."" ""It was so exciting because it was further confirmation that this range expansion is still happening and that these animals are probably going to keep moving even further northward as the climate warms and as humans continue to alter the landscape with more agriculture and urbanization,"" Walsh says. ""Very little is preventing their continued dispersal northward, provided they can survive winters,"" Walsh says.""><b>Finding:</b></span> ""Very little is preventing their continued dispersal northward, provided they can survive winters."""		3																							[]	[{'start': 796, 'end': 829, 'span': 'provided they can survive winters', 'annotation': 'Causation'}]	[]
5eeb2e5447d3cb013eb29033	Biology_146_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Based on their anatomical location and gene expression patterns, these cells may be homologous to a population of lhx8-expressing, cholinergic basal forebrain neurons that is also found in mammals . Our data show that social engagement in zebrafish requires a behavioral visual stimulus provided by another socially engaged fish. We demonstrated that both pharmacological manipulation of dopaminergic systems and ablation of a portion of the ventral telencephalon produce predictable deficits in social behavior.""><b>Finding:</b></span> Our data show that social engagement in zebrafish requires a behavioral visual stimulus provided by another socially engaged fish."		3																							[]	[{'start': 704, 'end': 709, 'span': 'show ', 'annotation': 'Causation'}]	[]
6136001fcd0e07e6f5f66bc1	Experience.html	Experience										3						2			4						[]	[]	[]
6136001fcd0e07e6f5f66bc1	Biology_144_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The study will be useful in guiding scientists working to predict the trajectory of carbon storage as atmospheric concentrations rise, and it may help explain recent observations that the carbon storage capacity of tropical forests is declining. ""This is the first time the effect of lianas on carbon cycling has been shown in such detail and on a large scale,"" Powers says. ""It suggests that over the decades to come, lianas could increasingly suppress the ability of tropical forests to sequester carbon.""""><b>Finding:</b></span> ""It suggests that over the decades to come, lianas could increasingly suppress the ability of tropical forests to sequester carbon."""		3																							[]	"[{'start': 820, 'end': 908, 'span': 'lianas could increasingly suppress the ability of tropical forests to sequester carbon.""', 'annotation': 'Causation'}]"	[]
6136001fcd0e07e6f5f66bc1	Biology_tweet_44_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: RESEARCH: More light shed on #melanoma development #skincancer #sunscreen #tanning 

--""><b>Finding:</b></span> RESEARCH: More light shed on #melanoma development #skincancer #sunscreen #tanning 

--"					4																				[]	[]	[]
6136001fcd0e07e6f5f66bc1	Biology_152_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The anti-GII.4c serological repertoire was predominantly comprised of antibodies using the immunoglobulin heavy variable 3 (IGHV3) family ($80%; Figure 1F ) compared to $30% in naive or mature B cells Mroczek et al., 2014) . These findings suggest that the serological IgG response to human norovirus vaccination is largely dominated by the boosting of a limited number of pre-existing antibody clonotypes. These included the top most abundant clonotypes in donors A and C (A379 and C601), two strongly boosted pre-existing clones (A101 and A1431, boosted by 123 and 1263, respectively, in terms of abundance in the post-vaccination serum relative to day 0), and six emergent antibodies ( Figure 1B .""><b>Finding:</b></span> These findings suggest that the serological IgG response to human norovirus vaccination is largely dominated by the boosting of a limited number of pre-existing antibody clonotypes."			2																						[{'start': 915, 'end': 1064, 'span': 'serological IgG response to human norovirus vaccination is largely dominated by the boosting of a limited number of pre-existing antibody clonotypes.', 'annotation': 'Correlation'}]	[]	[]
6136001fcd0e07e6f5f66bc1	test_question_testing_Correlation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Correlation. Do not mark any words or phrases.			2																						[]	[]	[]
6136001fcd0e07e6f5f66bc1	Biology_452_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The predictably cold winter months, however do not seem to play a role in the bird's death rate. It's the weather of the seasons on either side of winter that seem to have the biggest impact on long-tailed tit survival. ""However, it seems that in most years autumn weather plays a bigger role, perhaps acting as a filter that weeds out weaker birds before the real winter hits.""""><b>Finding:</b></span> It's the weather of the seasons on either side of winter that seem to have the biggest impact on long-tailed tit survival."		3																							[]	[{'start': 641, 'end': 663, 'span': 'weather of the seasons', 'annotation': 'Causation'}, {'start': 712, 'end': 754, 'span': 'iggest impact on long-tailed tit survival.', 'annotation': 'Causation'}]	[]
6136001fcd0e07e6f5f66bc1	test_question_testing_Causation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Causation. Do not mark any words or phrases.		3																							[]	[]	[]
6136001fcd0e07e6f5f66bc1	Biology_152_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""This information can now be used to build better human vaccines."" The most important discovery of this study is a human antibody that can bind to a highly conserved region of the virus common among different strains of norovirus, potentially neutralizing all GII.4 strains of norovirus that exist in nature. Highly conserved regions are parts of the virus that do not change.""><b>Finding:</b></span> The most important discovery of this study is a human antibody that can bind to a highly conserved region of the virus common among different strains of norovirus, potentially neutralizing all GII.4 strains of norovirus that exist in nature."			2																						[{'start': 661, 'end': 777, 'span': 'human antibody that can bind to a highly conserved region of the virus common among different strains of norovirus, ', 'annotation': 'Correlation'}]	[]	[]
6136001fcd0e07e6f5f66bc1	Biology_144_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The increase in lianas, combined with the observations that lianas can reduce individual tree growth by up to 84% and increase tree mortality risk two-to three-fold , has made it pertinent to investigate the effect of lianas on forest-level biomass dynamics to better predict the effect of increasing liana abundance on tropical forests. These studies indicated that the presence of lianas can reduce stand-level biomass growth by ∼10% and net forest biomass accumulation by up to 18% and that forest carbon stocks decrease with increasing liana abundance ( . Nonetheless, these initial studies indicate that increasing liana abundance may alter the carbon balance and cycle of tropical forests by reducing forestlevel carbon storage and sequestration.""><b>Finding:</b></span> These studies indicated that the presence of lianas can reduce stand-level biomass growth by ∼10% and net forest biomass accumulation by up to 18% and that forest carbon stocks decrease with increasing liana abundance ( ."		3																							[]	[{'start': 979, 'end': 1032, 'span': ' lianas can reduce stand-level biomass growth by ∼10%', 'annotation': 'Causation'}, {'start': 1091, 'end': 1156, 'span': 'forest carbon stocks decrease with increasing liana abundance ( .', 'annotation': 'Causation'}]	[]
6136001fcd0e07e6f5f66bc1	Biology_430_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The filefish smelled so strongly of coral that sometimes the crabs were attracted to the fish instead of coral, when given a choice between the two. ""We can tell that there is something going through the filefish diet that's making the fish smell enough like the coral to confuse the crabs,"" Booker said. When the filefish diet didn't match the corals in the tank, the cod were restless, suggesting that they smelled food.""><b>Finding:</b></span> ""We can tell that there is something going through the filefish diet that's making the fish smell enough like the coral to confuse the crabs,"" Booker said."					4																				[]	[]	[{'start': 746, 'end': 766, 'span': 'aking the fish smell', 'annotation': 'Explicit mentions of no relation'}, {'start': 767, 'end': 808, 'span': 'enough like the coral to confuse the crab', 'annotation': 'Explicit mentions of no relation'}]
6136001fcd0e07e6f5f66bc1	Biology_452_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: There is little evidence for density dependence across the observed variation in population size. Using our model to estimate historical survival rates indicates that recent spring warming has led to an upward trend in survival rates, which has probably contributed to the observed long-term increase in the UK long-tailed tit population. Future climate change is predicted to further increase survival, under a broad range of carbon emissions scenarios and probabilistic climate change outcomes, even if precipitation increases substantially.""><b>Finding:</b></span> Using our model to estimate historical survival rates indicates that recent spring warming has led to an upward trend in survival rates, which has probably contributed to the observed long-term increase in the UK long-tailed tit population."			2																						[{'start': 755, 'end': 827, 'span': 'istorical survival rates indicates that recent spring warming has led to', 'annotation': 'Correlation'}, {'start': 831, 'end': 861, 'span': 'upward trend in survival rates', 'annotation': 'Correlation'}, {'start': 883, 'end': 966, 'span': 'ontributed to the observed long-term increase in the UK long-tailed tit population.', 'annotation': 'Correlation'}]	[]	[]
6136001fcd0e07e6f5f66bc1	Causality Examples.html	Causality Examples	I carefully went over the examples and the instructions.:::Yes																								[]	[]	[]
6136001fcd0e07e6f5f66bc1	Biology_tweet_295_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: 8a and Supplementary Table 3 ), indicative of a protective effect of TLR8-G against PTB, as has been reported 32 . Further subgroup analysis revealed that distribution of the TLR8 allele was in fact significantly different only for subjects who had previously received the live BCG vaccine against TB (P = 0.002), whereas its distribution was not significantly different for unvaccinated subjects (P = 0.754) (Fig. In this study, vaccination with BCG was associated with significant risk protection in carriers of the TLR8-G allele (odds ratio = 0.280 [95% confidence interval, 0.105-0.742]) but not in carriers of the TLR8-A allele ( Fig.""><b>Finding:</b></span> Further subgroup analysis revealed that distribution of the TLR8 allele was in fact significantly different only for subjects who had previously received the live BCG vaccine against TB (P = 0.002), whereas its distribution was not significantly different for unvaccinated subjects (P = 0.754) (Fig."		3																							[]	[{'start': 862, 'end': 919, 'span': 'distribution of the TLR8 allele was in fact significantly', 'annotation': 'Causation'}, {'start': 920, 'end': 930, 'span': 'different ', 'annotation': 'Causation'}, {'start': 951, 'end': 1007, 'span': ' had previously received the live BCG vaccine against TB', 'annotation': 'Causation'}, {'start': 1021, 'end': 1104, 'span': 'whereas its distribution was not significantly different for unvaccinated subjects ', 'annotation': 'Causation'}]	[]
6136001fcd0e07e6f5f66bc1	Biology_tweet_44_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: R151C, R160W and D294H) exhibit a fair-skinned sun-sensitive phenotype and have up to a four-fold increased lifetime risk of melanoma . Though MC1R dysfunction is clearly linked with defective tanning , MC1R signaling also protects melanocytes against carcinogenesis independent of pigmentation . ATR (ATM and Rad3-related) is critical to UV DNA damage signaling and is intimately linked with NER (Bomgarden et al., 2006; .""><b>Finding:</b></span> Though MC1R dysfunction is clearly linked with defective tanning , MC1R signaling also protects melanocytes against carcinogenesis independent of pigmentation ."			2																						[{'start': 715, 'end': 772, 'span': 'MC1R dysfunction is clearly linked with defective tanning', 'annotation': 'Correlation'}]	[]	[]
6136001fcd0e07e6f5f66bc1	Consent.html	Consent						I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																	[]	[]	[]
6136001fcd0e07e6f5f66bc1	Biology_tweet_295_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: New paper from our lab out today in @username showing how #vitaPAMP recognition via TLR8 promotes #TFHcell differentiation &amp; #vaccine responses. 
Free full text  
""><b>Finding:</b></span> New paper from our lab out today in @username showing how #vitaPAMP recognition via TLR8 promotes #TFHcell differentiation &amp; #vaccine responses. 
Free full text  
"					4																				[]	[]	[]
6136001fcd0e07e6f5f66bc1	Biology_430_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Crabs preferred the odour of filefish fed their preferred coral over the odour of filefish fed a non-preferred coral, suggesting coralspecific dietary elements that influence odour are sequestered. Crabs also exhibited a similar preference for the odour of filefish fed their preferred coral and odour directly from that coral, suggesting a close chemical match. This is, we believe, the first evidence of diet-induced chemical crypsis in a vertebrate.""><b>Finding:</b></span> Crabs also exhibited a similar preference for the odour of filefish fed their preferred coral and odour directly from that coral, suggesting a close chemical match."			2																						[{'start': 634, 'end': 640, 'span': ' Crabs', 'annotation': 'Correlation'}, {'start': 658, 'end': 702, 'span': 'similar preference for the odour of filefish', 'annotation': 'Correlation'}, {'start': 766, 'end': 799, 'span': 'uggesting a close chemical match.', 'annotation': 'Correlation'}]	[]	[]
5dee72917309b950e5262f3a	Experience.html	Experience												5				2				3					[]	[]	[]
5dee72917309b950e5262f3a	Biology_144_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The study will be useful in guiding scientists working to predict the trajectory of carbon storage as atmospheric concentrations rise, and it may help explain recent observations that the carbon storage capacity of tropical forests is declining. ""This is the first time the effect of lianas on carbon cycling has been shown in such detail and on a large scale,"" Powers says. ""It suggests that over the decades to come, lianas could increasingly suppress the ability of tropical forests to sequester carbon.""""><b>Finding:</b></span> ""It suggests that over the decades to come, lianas could increasingly suppress the ability of tropical forests to sequester carbon."""			2																						[{'start': 777, 'end': 793, 'span': 'It suggests that', 'annotation': 'Correlation'}]	[]	[]
5dee72917309b950e5262f3a	Biology_tweet_44_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: RESEARCH: More light shed on #melanoma development #skincancer #sunscreen #tanning 

--""><b>Finding:</b></span> RESEARCH: More light shed on #melanoma development #skincancer #sunscreen #tanning 

--"				1																					[]	[]	[]
5dee72917309b950e5262f3a	Biology_152_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The anti-GII.4c serological repertoire was predominantly comprised of antibodies using the immunoglobulin heavy variable 3 (IGHV3) family ($80%; Figure 1F ) compared to $30% in naive or mature B cells Mroczek et al., 2014) . These findings suggest that the serological IgG response to human norovirus vaccination is largely dominated by the boosting of a limited number of pre-existing antibody clonotypes. These included the top most abundant clonotypes in donors A and C (A379 and C601), two strongly boosted pre-existing clones (A101 and A1431, boosted by 123 and 1263, respectively, in terms of abundance in the post-vaccination serum relative to day 0), and six emergent antibodies ( Figure 1B .""><b>Finding:</b></span> These findings suggest that the serological IgG response to human norovirus vaccination is largely dominated by the boosting of a limited number of pre-existing antibody clonotypes."		3																							[]	[{'start': 883, 'end': 910, 'span': 'These findings suggest that', 'annotation': 'Causation'}, {'start': 971, 'end': 1007, 'span': 'is largely dominated by the boosting', 'annotation': 'Causation'}]	[]
5dee72917309b950e5262f3a	test_question_testing_Correlation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Correlation. Do not mark any words or phrases.			2																						[]	[]	[]
5dee72917309b950e5262f3a	Biology_452_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The predictably cold winter months, however do not seem to play a role in the bird's death rate. It's the weather of the seasons on either side of winter that seem to have the biggest impact on long-tailed tit survival. ""However, it seems that in most years autumn weather plays a bigger role, perhaps acting as a filter that weeds out weaker birds before the real winter hits.""""><b>Finding:</b></span> It's the weather of the seasons on either side of winter that seem to have the biggest impact on long-tailed tit survival."			2																						[{'start': 694, 'end': 706, 'span': 'seem to have', 'annotation': 'Correlation'}]	[]	[]
5dee72917309b950e5262f3a	Biology_152_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""This information can now be used to build better human vaccines."" The most important discovery of this study is a human antibody that can bind to a highly conserved region of the virus common among different strains of norovirus, potentially neutralizing all GII.4 strains of norovirus that exist in nature. Highly conserved regions are parts of the virus that do not change.""><b>Finding:</b></span> The most important discovery of this study is a human antibody that can bind to a highly conserved region of the virus common among different strains of norovirus, potentially neutralizing all GII.4 strains of norovirus that exist in nature."				1																					[]	[]	[]
5dee72917309b950e5262f3a	Biology_144_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The increase in lianas, combined with the observations that lianas can reduce individual tree growth by up to 84% and increase tree mortality risk two-to three-fold , has made it pertinent to investigate the effect of lianas on forest-level biomass dynamics to better predict the effect of increasing liana abundance on tropical forests. These studies indicated that the presence of lianas can reduce stand-level biomass growth by ∼10% and net forest biomass accumulation by up to 18% and that forest carbon stocks decrease with increasing liana abundance ( . Nonetheless, these initial studies indicate that increasing liana abundance may alter the carbon balance and cycle of tropical forests by reducing forestlevel carbon storage and sequestration.""><b>Finding:</b></span> These studies indicated that the presence of lianas can reduce stand-level biomass growth by ∼10% and net forest biomass accumulation by up to 18% and that forest carbon stocks decrease with increasing liana abundance ( ."		3																							[]	[{'start': 935, 'end': 958, 'span': 'These studies indicated', 'annotation': 'Causation'}, {'start': 987, 'end': 998, 'span': 'can reduce ', 'annotation': 'Causation'}, {'start': 1112, 'end': 1126, 'span': 'decrease with ', 'annotation': 'Causation'}]	[]
5dee72917309b950e5262f3a	Biology_430_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The filefish smelled so strongly of coral that sometimes the crabs were attracted to the fish instead of coral, when given a choice between the two. ""We can tell that there is something going through the filefish diet that's making the fish smell enough like the coral to confuse the crabs,"" Booker said. When the filefish diet didn't match the corals in the tank, the cod were restless, suggesting that they smelled food.""><b>Finding:</b></span> ""We can tell that there is something going through the filefish diet that's making the fish smell enough like the coral to confuse the crabs,"" Booker said."		3																							[]	"[{'start': 670, 'end': 705, 'span': 'We can tell that there is something', 'annotation': 'Causation'}, {'start': 738, 'end': 766, 'span': ""that's making the fish smell"", 'annotation': 'Causation'}]"	[]
5dee72917309b950e5262f3a	Biology_452_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: There is little evidence for density dependence across the observed variation in population size. Using our model to estimate historical survival rates indicates that recent spring warming has led to an upward trend in survival rates, which has probably contributed to the observed long-term increase in the UK long-tailed tit population. Future climate change is predicted to further increase survival, under a broad range of carbon emissions scenarios and probabilistic climate change outcomes, even if precipitation increases substantially.""><b>Finding:</b></span> Using our model to estimate historical survival rates indicates that recent spring warming has led to an upward trend in survival rates, which has probably contributed to the observed long-term increase in the UK long-tailed tit population."		3																							[]	[{'start': 817, 'end': 827, 'span': 'has led to', 'annotation': 'Causation'}]	[]
5dee72917309b950e5262f3a	Causality Examples.html	Causality Examples	I carefully went over the examples and the instructions.:::Yes																								[]	[]	[]
5dee72917309b950e5262f3a	Biology_tweet_295_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: 8a and Supplementary Table 3 ), indicative of a protective effect of TLR8-G against PTB, as has been reported 32 . Further subgroup analysis revealed that distribution of the TLR8 allele was in fact significantly different only for subjects who had previously received the live BCG vaccine against TB (P = 0.002), whereas its distribution was not significantly different for unvaccinated subjects (P = 0.754) (Fig. In this study, vaccination with BCG was associated with significant risk protection in carriers of the TLR8-G allele (odds ratio = 0.280 [95% confidence interval, 0.105-0.742]) but not in carriers of the TLR8-A allele ( Fig.""><b>Finding:</b></span> Further subgroup analysis revealed that distribution of the TLR8 allele was in fact significantly different only for subjects who had previously received the live BCG vaccine against TB (P = 0.002), whereas its distribution was not significantly different for unvaccinated subjects (P = 0.754) (Fig."					4																				[]	[]	[{'start': 906, 'end': 947, 'span': 'significantly different only for subjects', 'annotation': 'Explicit mentions of no relation'}, {'start': 1029, 'end': 1103, 'span': 'its distribution was not significantly different for unvaccinated subjects', 'annotation': 'Explicit mentions of no relation'}]
5dee72917309b950e5262f3a	Biology_tweet_44_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: R151C, R160W and D294H) exhibit a fair-skinned sun-sensitive phenotype and have up to a four-fold increased lifetime risk of melanoma . Though MC1R dysfunction is clearly linked with defective tanning , MC1R signaling also protects melanocytes against carcinogenesis independent of pigmentation . ATR (ATM and Rad3-related) is critical to UV DNA damage signaling and is intimately linked with NER (Bomgarden et al., 2006; .""><b>Finding:</b></span> Though MC1R dysfunction is clearly linked with defective tanning , MC1R signaling also protects melanocytes against carcinogenesis independent of pigmentation ."			2																						[{'start': 613, 'end': 629, 'span': 'MC1R dysfunction', 'annotation': 'Correlation'}, {'start': 629, 'end': 670, 'span': ' is clearly linked with defective tanning', 'annotation': 'Correlation'}]	[]	[]
5dee72917309b950e5262f3a	Consent.html	Consent						I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																	[]	[]	[]
5dee72917309b950e5262f3a	Biology_tweet_295_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: New paper from our lab out today in @username showing how #vitaPAMP recognition via TLR8 promotes #TFHcell differentiation &amp; #vaccine responses. 
Free full text  
""><b>Finding:</b></span> New paper from our lab out today in @username showing how #vitaPAMP recognition via TLR8 promotes #TFHcell differentiation &amp; #vaccine responses. 
Free full text  
"			2																						[{'start': 397, 'end': 408, 'span': 'showing how', 'annotation': 'Correlation'}, {'start': 440, 'end': 448, 'span': 'promotes', 'annotation': 'Correlation'}]	[]	[]
5dee72917309b950e5262f3a	Biology_430_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Crabs preferred the odour of filefish fed their preferred coral over the odour of filefish fed a non-preferred coral, suggesting coralspecific dietary elements that influence odour are sequestered. Crabs also exhibited a similar preference for the odour of filefish fed their preferred coral and odour directly from that coral, suggesting a close chemical match. This is, we believe, the first evidence of diet-induced chemical crypsis in a vertebrate.""><b>Finding:</b></span> Crabs also exhibited a similar preference for the odour of filefish fed their preferred coral and odour directly from that coral, suggesting a close chemical match."				1																					[]	[]	[]
5dee72917309b950e5262f3a	test_question_testing_Explicitly states: no relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Explicitly states: no relation. Do not mark any words or phrases.					4																				[]	[]	[]
60e12640be1b69b66053d55b	Experience.html	Experience									4						3								1		[]	[]	[]
60e12640be1b69b66053d55b	Biology_tweet_74_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The best available evidence: ""We argue that this study speaks to the key question of whether adolescents’ violent video game play has a measurable effect on real-world aggressive behaviour  On the basis of our evidence, the answer is no.""  ""><b>Finding:</b></span> The best available evidence: ""We argue that this study speaks to the key question of whether adolescents’ violent video game play has a measurable effect on real-world aggressive behaviour  On the basis of our evidence, the answer is no.""  "			2																						[{'start': 743, 'end': 766, 'span': 'has a measurable effect', 'annotation': 'Correlation'}]	[]	[]
60e12640be1b69b66053d55b	Biology_tweet_16_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: 'Salt on Our Skin' Cutaneous Na Storage Strengthens the Antimicrobial Barrier Function &amp;  Boosts Macrophage-driven.. ""><b>Finding:</b></span> 'Salt on Our Skin' Cutaneous Na Storage Strengthens the Antimicrobial Barrier Function &amp;  Boosts Macrophage-driven.. "		3																							[]	[{'start': 424, 'end': 435, 'span': 'Strengthens', 'annotation': 'Causation'}]	[]
60e12640be1b69b66053d55b	test_question_testing_No mention of a relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select No mention of a relation. Do not mark any words or phrases.				1																					[]	[]	[]
60e12640be1b69b66053d55b	Biology_tweet_16_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This high-salt response resulted in elevated type-2 nitric oxide synthase (Nos2)-dependent NO production and improved Leishmania major control. Finally, we found that increasing Na + content in the skin by a high-salt diet boosted activation of macrophages in a Nfat5-dependent manner and promoted cutaneous antimicrobial defense. We suggest that the hypertonic microenvironment could serve as a barrier to infection.""><b>Finding:</b></span> Finally, we found that increasing Na + content in the skin by a high-salt diet boosted activation of macrophages in a Nfat5-dependent manner and promoted cutaneous antimicrobial defense."		3																							[]	[{'start': 786, 'end': 794, 'span': 'promoted', 'annotation': 'Causation'}]	[]
60e12640be1b69b66053d55b	Biology_tweet_23_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The value distributions of the climate variables used in the climate dissimilarity index can be viewed in figure 1. North American homes were most similar in climate to the outdoor conditions of west central Kenya (C ¼ 2.938). The mean maximum temperature (average of all seasons) in the North American homes was 25.358C compared with 25.068C for the conditions outdoors in west central Kenya.""><b>Finding:</b></span> North American homes were most similar in climate to the outdoor conditions of west central Kenya (C ¼ 2.938)."					4																				[]	[]	[]
60e12640be1b69b66053d55b	Biology_249_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: First, non-native plant species that were established in the past should be continuing to increase more than native species. In contrast, if cover changes of native species are larger than those of the non-natives, it implies that other environmental drivers feature more strongly than biological invasions in altering the composition of communities. although individual non-native species may fail to cause exclusion, this may be achieved through an increasing diversity of aliens, leading to the prediction that changes in native diversity will be negatively correlated with changes in the number of non-native species.""><b>Finding:</b></span> In contrast, if cover changes of native species are larger than those of the non-natives, it implies that other environmental drivers feature more strongly than biological invasions in altering the composition of communities."		3																							[]	[{'start': 996, 'end': 1006, 'span': 'it implies', 'annotation': 'Causation'}]	[]
